region,category,subcategory,channel,revenue,units,profit
West,Sports,Gym,Online,52973.7,130,10332.8
East,Beauty,Haircare,In-Store,922.95,35,295.05
West,Beauty,Haircare,Mobile,5579.84,188,1045.65
North,Groceries,Dairy,Online,750.72,3,208.12
South,Sports,Gym,Online,60132.24,126,26203.09
West,Groceries,Bakery,Online,2304.68,28,418.87
North,Clothing,Men,In-Store,84952.4,170,21781.2
North,Clothing,Kids,Mobile,40236.3,181,7318.28
East,Electronics,Laptops,Online,21231.7,98,6489.07
North,Clothing,Kids,Mobile,57672,180,20045.52
North,Sports,Outdoor,Online,6350.75,133,1852.26
East,Electronics,Laptops,Online,71421.48,156,7112.28
North,Electronics,Laptops,In-Store,524,20,45.78
West,Beauty,Haircare,In-Store,17236,80,7306.29
North,Beauty,Skincare,Online,6481.48,31,355.74
South,Sports,Team Sports,In-Store,19096,155,2743.39
South,Clothing,Women,Online,457.5,2,108.26
North,Groceries,Produce,In-Store,38690.4,112,5998.38
West,Sports,Team Sports,In-Store,39212.2,190,12041.08
South,Groceries,Produce,Online,15853.71,93,3159.12
East,Groceries,Dairy,In-Store,791.94,6,92.88
North,Clothing,Men,In-Store,39937.92,183,12251.95
South,Furniture,Bedroom,Online,73520.07,169,5103.48
North,Clothing,Men,Mobile,3701.01,19,223.74
North,Furniture,Living Room,In-Store,4050.42,34,367.42
West,Groceries,Bakery,In-Store,24175.53,69,2864.03
West,Electronics,Phones,Mobile,14321.88,178,3438.87
East,Beauty,Makeup,Mobile,6893.56,59,2435.16
South,Clothing,Women,Online,74543.34,174,15548.1
East,Clothing,Women,Mobile,22244.4,167,2757.56
North,Clothing,Men,Mobile,27738.9,147,6335.5
South,Sports,Team Sports,Mobile,39546.25,125,8915.71
South,Groceries,Produce,In-Store,109.2,12,16.07
West,Groceries,Dairy,Online,62175.6,152,14582.67
South,Groceries,Dairy,In-Store,20867.85,45,5946.75
East,Clothing,Kids,Mobile,25849.47,69,11601.96
East,Groceries,Bakery,Mobile,6951.7,70,1396.09
North,Electronics,Laptops,In-Store,9068.85,63,1695.41
South,Clothing,Kids,In-Store,2779.26,33,527.92
South,Sports,Team Sports,Mobile,8099.75,181,1500.19
South,Beauty,Skincare,Mobile,17423.88,59,6976.57
West,Groceries,Produce,Mobile,34337.24,196,10950.63
South,Furniture,Office,Mobile,6667.65,165,2268.12
East,Groceries,Bakery,In-Store,52271.94,119,7846.69
South,Electronics,Accessories,Online,54218.45,143,5254.89
East,Sports,Outdoor,Online,17578.44,99,7138.38
West,Electronics,Phones,Mobile,26009.15,185,7574.44
West,Electronics,Tablets,Online,45188.13,109,15611.02
East,Electronics,Accessories,Mobile,2777.88,14,706.98
North,Clothing,Kids,Online,26427.48,57,7034.75
West,Sports,Outdoor,Online,20777.26,107,5208.23
East,Beauty,Makeup,Online,20353.41,99,7986.36
North,Furniture,Living Room,Online,15553.72,52,5160.64
East,Sports,Outdoor,Mobile,19344.84,69,5298.61
South,Furniture,Office,Mobile,21979.77,57,8474.57
East,Beauty,Haircare,In-Store,36179.78,182,9633.89
East,Electronics,Accessories,In-Store,60146.25,129,9624.71
West,Sports,Team Sports,Mobile,23715.51,119,4546.67
West,Electronics,Accessories,In-Store,1311.18,41,208.53
South,Beauty,Makeup,Online,272.4,10,32.99
North,Beauty,Haircare,In-Store,30882.88,136,9178.69
East,Sports,Gym,Mobile,12349.35,117,3759.15
East,Clothing,Men,In-Store,30973.9,73,11520.11
South,Clothing,Women,In-Store,7694.54,17,3450.3
East,Clothing,Women,In-Store,79893.1,190,21530.3
South,Electronics,Tablets,Mobile,20216.88,86,1304.04
South,Clothing,Kids,Mobile,6392.54,14,1572.53
East,Furniture,Office,In-Store,28609.18,194,1984.03
East,Clothing,Men,Mobile,3268.3,49,982.45
East,Sports,Gym,Online,16895.09,47,4339.19
East,Electronics,Laptops,In-Store,27967.02,58,7728.91
West,Clothing,Men,In-Store,13129.74,62,1694.17
North,Groceries,Produce,In-Store,46026,150,18811.76
East,Electronics,Accessories,In-Store,893.8,4,105.58
West,Sports,Team Sports,In-Store,25268.52,118,4099.45
West,Electronics,Laptops,In-Store,30694.46,74,13294.91
North,Clothing,Men,In-Store,20851.55,47,8104.2
East,Electronics,Tablets,Mobile,70431.44,197,27843.92
North,Sports,Outdoor,In-Store,764.82,42,328.7
South,Sports,Outdoor,In-Store,8739.03,111,3545.93
West,Furniture,Bedroom,In-Store,37373.56,127,13776.88
South,Groceries,Bakery,In-Store,5755.8,181,1971
West,Electronics,Phones,In-Store,12215.6,40,5375.47
South,Clothing,Kids,Online,59532.06,147,16063.11
West,Electronics,Phones,Mobile,31680.52,68,2466.18
East,Clothing,Kids,In-Store,6602.5,25,2361.21
North,Groceries,Bakery,Online,2233.63,7,781.1
North,Clothing,Kids,In-Store,19881.85,101,1127.07
North,Beauty,Skincare,In-Store,53017.1,193,18479.17
West,Furniture,Office,Mobile,12423.68,92,5289.37
North,Sports,Team Sports,Online,8508.24,27,2327.89
South,Groceries,Produce,Mobile,33721.46,113,11694.1
East,Clothing,Kids,In-Store,28087.92,126,12337.92
West,Furniture,Living Room,Online,8002.94,121,2266.77
South,Beauty,Makeup,Online,33291.58,98,11062.42
West,Clothing,Men,In-Store,38515.68,168,6939
North,Electronics,Accessories,Online,36220.8,110,16279.99
East,Clothing,Men,Mobile,3952.16,34,483.91
East,Groceries,Dairy,Online,24471.98,122,10557.72
South,Groceries,Produce,Online,19344.6,198,3348
East,Electronics,Tablets,In-Store,3719.04,104,727.37
North,Electronics,Laptops,In-Store,57692.56,118,4687.07
South,Clothing,Men,Online,464.67,27,161.98
West,Sports,Gym,Mobile,37949.1,102,7263.73
North,Sports,Outdoor,Mobile,14470.47,103,961.94
West,Beauty,Haircare,Mobile,52664,116,18247.36
East,Clothing,Women,Online,43806.42,162,17043.94
East,Groceries,Dairy,Mobile,4333.65,15,1153.27
West,Groceries,Dairy,Online,23818.3,118,10355.28
North,Beauty,Haircare,In-Store,3570.28,28,1567.02
West,Beauty,Skincare,Online,6535.24,38,1376.03
West,Clothing,Kids,Online,31009.87,79,8052.08
North,Electronics,Laptops,Online,1141.91,11,130.93
South,Sports,Gym,Online,58920.28,164,22974.03
North,Furniture,Office,Online,26152.63,119,9053.67
North,Beauty,Skincare,Mobile,6870.93,141,958.71
South,Furniture,Living Room,In-Store,6886.88,182,2635.33
North,Beauty,Makeup,Online,29991.5,190,11831.76
West,Sports,Gym,In-Store,537.16,52,170.6
North,Furniture,Bedroom,Mobile,38053.51,151,12822.53
East,Furniture,Living Room,In-Store,64374.94,134,17020.69
North,Groceries,Dairy,In-Store,51728,160,5248.49
South,Furniture,Office,Mobile,43705.92,159,8476.04
West,Beauty,Makeup,In-Store,68.03,1,11.38
West,Sports,Gym,In-Store,4520.7,30,1293.05
West,Clothing,Men,In-Store,22978.11,111,4767.12
South,Sports,Outdoor,Mobile,33109.29,149,4969.49
West,Beauty,Makeup,Mobile,15028.2,92,5626.51
West,Electronics,Phones,In-Store,5523.18,39,547.56
North,Groceries,Bakery,In-Store,2730.9,15,649.86
East,Furniture,Bedroom,Online,9391.05,45,625.84
East,Furniture,Living Room,Online,36020.16,144,7944.13
East,Groceries,Dairy,Mobile,176.7,30,24.64
East,Clothing,Women,Online,1899.48,33,583.14
North,Clothing,Kids,Online,4112.64,112,1609.42
West,Electronics,Tablets,Online,28942.68,156,10232.84
North,Beauty,Makeup,In-Store,16858.38,82,5779.85
North,Sports,Team Sports,Online,1322.53,121,332.32
South,Clothing,Men,In-Store,6702.93,153,2320.37
North,Sports,Gym,In-Store,33908.4,120,6386.86
East,Clothing,Women,In-Store,17830.74,114,7611.96
South,Sports,Gym,Mobile,18140.25,95,4440.66
South,Furniture,Office,In-Store,48402.12,114,6432.37
West,Sports,Outdoor,Online,44182,100,7559.24
East,Clothing,Men,Mobile,31863.96,183,10465.79
North,Groceries,Dairy,Online,26393.92,112,7900.99
East,Beauty,Haircare,Online,21495.8,92,5529.36
South,Beauty,Makeup,Mobile,19182.24,56,7706.36
West,Furniture,Office,Mobile,1738.7,5,186.51
West,Furniture,Office,Mobile,45314.46,122,16453.07
West,Furniture,Living Room,Mobile,12823.47,99,5570.84
East,Sports,Gym,In-Store,18120.75,37,7627.91
South,Sports,Outdoor,Mobile,84494.82,178,31334.81
South,Groceries,Produce,Mobile,28823.32,73,5807.86
East,Beauty,Haircare,In-Store,45056.77,121,13085.84
East,Furniture,Bedroom,Online,52543.35,135,18548.43
North,Beauty,Haircare,Mobile,10784.52,174,4835.44
North,Furniture,Office,Mobile,73197.81,189,32885.39
South,Sports,Outdoor,Online,69.3,9,15.68
South,Furniture,Office,Mobile,8735.04,54,1486.6
West,Beauty,Skincare,Mobile,11625.6,80,1297.98
South,Sports,Gym,In-Store,53721.58,158,4620.53
South,Furniture,Living Room,Mobile,3457.05,57,1499.7
South,Sports,Team Sports,Online,4096.34,62,1169.95
North,Sports,Team Sports,Online,57166.73,199,4347.44
South,Clothing,Women,Online,45054.59,119,5190.03
South,Clothing,Kids,Mobile,53744.66,122,23151.42
North,Electronics,Laptops,In-Store,8208.33,39,1730.19
West,Sports,Gym,Mobile,26065.74,129,5022.9
North,Furniture,Office,Online,15055.81,77,1234.65
North,Clothing,Kids,Mobile,14804.04,172,3431.67
North,Beauty,Haircare,Online,18810,110,6553.56
West,Electronics,Laptops,In-Store,16129.26,119,4749.71
South,Sports,Gym,In-Store,7458.16,53,2308.62
West,Electronics,Phones,Online,27358.48,164,7765.88
North,Sports,Team Sports,Mobile,774.84,2,271.5
East,Electronics,Tablets,In-Store,22035.75,165,6812.26
West,Beauty,Haircare,Mobile,26304.74,77,8659.34
West,Beauty,Makeup,In-Store,30077.54,83,7588.52
South,Electronics,Phones,Online,23721.78,123,6025.26
North,Electronics,Tablets,Mobile,61483.24,127,24234.5
South,Furniture,Living Room,In-Store,64606.5,175,21145.95
North,Sports,Gym,Mobile,27289.18,89,1499.03
South,Beauty,Makeup,In-Store,278.16,8,105.19
East,Clothing,Women,In-Store,77393.25,165,33736.05
East,Groceries,Bakery,Online,7204.5,15,1277.19
South,Beauty,Skincare,Online,10839.54,34,3539.74
West,Sports,Outdoor,In-Store,24024,195,3122.45
North,Sports,Gym,Online,4966.72,68,1141.46
North,Beauty,Skincare,Online,21267.84,57,5351.08
North,Electronics,Laptops,Online,22193.87,47,8021.56
West,Clothing,Kids,Online,15146.34,33,5401.44
East,Furniture,Office,Online,26955.24,156,4408.96
South,Beauty,Haircare,Online,21224.62,131,5965.36
West,Sports,Gym,In-Store,16400.23,59,3450.63
West,Electronics,Accessories,In-Store,37452.04,76,16801.06
West,Furniture,Living Room,In-Store,39618.48,132,11500.04
West,Beauty,Haircare,Online,19231.72,167,1014.46
East,Beauty,Skincare,Online,9823.8,28,584.3
North,Beauty,Makeup,In-Store,90973.35,195,31559.16
South,Beauty,Haircare,In-Store,20552.02,74,1579.13
North,Sports,Gym,In-Store,5269.12,16,831.57
East,Furniture,Office,In-Store,8202.92,22,2263.67
North,Clothing,Women,Mobile,80259.05,193,32197.21
North,Electronics,Laptops,Mobile,32121.14,134,13352.19
North,Furniture,Bedroom,Mobile,72321.03,171,4808.82
East,Groceries,Produce,Mobile,1372.99,103,73.78
West,Furniture,Living Room,In-Store,49484.52,108,18932.79
South,Groceries,Produce,Mobile,56805.65,179,7433.74
East,Electronics,Laptops,Mobile,23225.4,55,2602.96
East,Beauty,Haircare,Online,24126.75,75,4872.68
West,Furniture,Bedroom,Mobile,11617.25,25,4469.14
North,Electronics,Accessories,Mobile,35888.58,126,11707.13
West,Beauty,Haircare,In-Store,17868.45,139,4738.55
North,Groceries,Dairy,Online,12562.03,71,653.63
North,Clothing,Women,In-Store,22330.91,59,9761.7
East,Beauty,Haircare,Online,4983.04,32,2192.13
West,Electronics,Phones,Mobile,6776.88,187,2320.98
South,Sports,Team Sports,Mobile,26095.8,61,8369.17
North,Clothing,Men,Mobile,57840.55,163,24322.83
East,Clothing,Men,Mobile,4300.24,28,731.89
West,Electronics,Laptops,Mobile,11733.68,28,3129.88
West,Electronics,Accessories,Online,602.28,9,68.06
South,Electronics,Tablets,In-Store,9034.64,31,3515.66
North,Electronics,Tablets,Mobile,11936.72,136,2280.58
West,Sports,Outdoor,In-Store,10222.8,70,2584.37
South,Clothing,Women,Online,2943.8,164,1048.52
East,Electronics,Accessories,In-Store,42422.4,108,13747.49
North,Clothing,Kids,Online,15343.67,67,6428.43
East,Electronics,Tablets,Online,29458,100,8637.07
South,Furniture,Office,Online,17418.72,66,2308.87
North,Groceries,Bakery,In-Store,2253.25,25,974.83
North,Clothing,Men,Mobile,15306.55,101,5941.43
West,Electronics,Tablets,Online,24368.56,94,2623.82
East,Furniture,Bedroom,Online,51887.48,134,14841.38
West,Sports,Team Sports,Mobile,64512.99,183,14880.01
East,Beauty,Makeup,Online,5837.76,24,513.13
East,Electronics,Accessories,In-Store,48203.42,122,3679.88
North,Sports,Team Sports,Online,19558.53,107,1915.47
South,Beauty,Makeup,Mobile,39044.86,86,13371.92
South,Clothing,Men,Mobile,2015.95,5,787.13
North,Groceries,Dairy,Online,11348.65,59,4459.27
East,Groceries,Bakery,Mobile,8125.44,184,1955.97
South,Groceries,Produce,In-Store,24358.75,65,3111.6
North,Clothing,Women,In-Store,38773.75,125,10908.25
North,Groceries,Produce,Online,7153.92,192,1477.49
South,Groceries,Produce,Mobile,25879.44,136,9678.11
North,Beauty,Haircare,In-Store,15840.38,58,1755.71
East,Sports,Team Sports,In-Store,29557.91,103,5943.24
West,Electronics,Accessories,In-Store,25632,75,3683.82
South,Groceries,Dairy,In-Store,6148.8,35,1674.88
East,Clothing,Kids,Online,14383.16,44,4180.34
South,Sports,Team Sports,In-Store,66574.95,195,9690.3
North,Groceries,Bakery,Online,74096.2,190,10496.11
North,Beauty,Haircare,Mobile,14796.75,109,3530.56
East,Electronics,Accessories,In-Store,49806.44,148,17720.31
West,Beauty,Skincare,In-Store,2869.84,58,998.68
West,Clothing,Men,Mobile,81819.5,175,11425.2
North,Electronics,Accessories,In-Store,35052.6,165,14529.43
North,Sports,Team Sports,In-Store,23212.18,62,10220.15
East,Beauty,Makeup,Mobile,16128.72,38,6987.02
West,Furniture,Bedroom,Online,8903.76,92,570.47
West,Furniture,Bedroom,Online,57530.66,121,3662.7
North,Groceries,Bakery,Online,7040.75,25,2224.75
North,Sports,Team Sports,In-Store,29864.8,140,7278.09
South,Sports,Gym,Mobile,13195.84,32,3323.45
South,Sports,Gym,In-Store,76106.94,182,28801.88
West,Beauty,Haircare,Online,67074,175,8450.89
North,Electronics,Accessories,Mobile,8411.15,41,3481.53
East,Sports,Team Sports,In-Store,8332.21,17,2025.45
North,Furniture,Living Room,Mobile,43046.64,126,8284.9
South,Electronics,Accessories,In-Store,14357.64,149,1113.95
North,Beauty,Haircare,In-Store,58980.52,172,26183.62
West,Sports,Outdoor,Online,61341.98,166,18329.53
West,Groceries,Bakery,In-Store,29398.17,87,8735.45
North,Groceries,Produce,Online,1836,48,601.04
South,Clothing,Kids,In-Store,37538.75,125,11602.15
East,Sports,Outdoor,Mobile,69108.74,163,26342.65
East,Clothing,Women,In-Store,51951.77,137,13570.79
West,Electronics,Phones,Mobile,10793.42,71,4655.82
South,Electronics,Phones,Online,39508.56,108,16156.04
North,Electronics,Tablets,Mobile,46215,195,19985.75
South,Clothing,Kids,In-Store,5722.61,19,1966.01
North,Beauty,Skincare,Mobile,15584.8,55,5100.68
North,Clothing,Men,Mobile,5665.38,42,1570.02
East,Groceries,Dairy,Mobile,6490.66,22,2783.73
South,Beauty,Makeup,Online,9224.8,130,2350.34
West,Groceries,Produce,Mobile,3870.6,12,559.28
East,Sports,Gym,Mobile,88555,199,7905.61
South,Groceries,Bakery,In-Store,9354.84,76,1064.83
East,Beauty,Skincare,Online,15048.54,118,3698.83
North,Electronics,Tablets,Mobile,11132.7,129,2760.6
South,Sports,Gym,Online,6767.6,28,1079.03
West,Electronics,Phones,Mobile,19923.62,43,4229.56
South,Clothing,Women,Mobile,13986.56,112,843.18
East,Furniture,Bedroom,In-Store,21494.2,65,8870.53
West,Furniture,Bedroom,Mobile,6641.53,79,2523.48
East,Beauty,Skincare,In-Store,21175.59,199,5277
South,Electronics,Phones,In-Store,992.2,44,372.74
East,Sports,Gym,Mobile,28115.14,137,3859.73
East,Sports,Team Sports,In-Store,31238.88,151,11988.88
West,Electronics,Tablets,Mobile,46309.65,95,4944.16
South,Furniture,Bedroom,Mobile,10538.88,44,1983.9
South,Furniture,Office,In-Store,1603.44,51,608.1
South,Groceries,Bakery,Online,3063.15,9,965.34
West,Clothing,Men,Online,44429.99,121,12759.44
South,Furniture,Living Room,Online,1761.1,110,480.37
West,Beauty,Makeup,Online,29621.8,65,3886.43
South,Sports,Outdoor,Online,32662.39,101,4803.58
West,Furniture,Living Room,Online,23440.03,83,5421.69
West,Furniture,Office,Mobile,62161.6,160,12884.09
East,Groceries,Bakery,In-Store,6849.99,131,1173.12
South,Sports,Gym,Online,7458.44,23,954.23
West,Sports,Team Sports,Mobile,68199.46,167,8546.17
West,Electronics,Phones,In-Store,94400.43,197,6704.47
West,Clothing,Women,Online,26038.66,181,2932.77
East,Electronics,Accessories,In-Store,15742.35,65,1685.63
West,Beauty,Skincare,Online,16970.76,68,5009.97
West,Beauty,Haircare,Online,24583.65,65,8073.87
North,Clothing,Women,Online,30054.18,159,2203.25
South,Sports,Team Sports,In-Store,1454.52,34,509.07
West,Clothing,Kids,Online,2334.5,46,318.25
East,Beauty,Haircare,Online,7725.08,97,1207.2
South,Furniture,Bedroom,Mobile,2851.49,47,839.24
South,Electronics,Accessories,Online,9331.04,58,1943.76
East,Furniture,Bedroom,Mobile,23767.02,81,2092.97
South,Clothing,Women,Mobile,53864.5,170,8740.63
East,Sports,Team Sports,Mobile,3741.39,81,1330.47
East,Clothing,Men,In-Store,14753.4,60,2378.49
South,Groceries,Dairy,Online,8841.2,115,639.03
South,Groceries,Produce,Mobile,24961.87,197,1363.19
East,Electronics,Tablets,In-Store,17462.4,80,4274.44
West,Groceries,Bakery,Mobile,15090.39,63,1590.54
West,Clothing,Women,Mobile,36260.4,123,13933.8
South,Beauty,Skincare,Online,20133.96,132,6434.56
South,Electronics,Laptops,Mobile,54905.48,196,15603.52
West,Furniture,Bedroom,In-Store,30481.11,99,2058.77
West,Groceries,Produce,In-Store,1780.2,45,97.26
East,Electronics,Accessories,In-Store,22464.25,59,3111.68
South,Furniture,Office,Online,20447.91,93,1426.12
North,Beauty,Skincare,Mobile,291.2,10,82.32
East,Groceries,Bakery,Online,67261.94,157,12905.62
North,Clothing,Kids,Online,3369.99,39,1416.26
West,Sports,Gym,In-Store,26674.71,67,7015.24
North,Sports,Team Sports,Mobile,4054.86,18,1281.94
East,Groceries,Dairy,Mobile,8599.59,171,2593.48
South,Electronics,Tablets,In-Store,11669.68,149,701.56
East,Sports,Gym,Online,47827.08,126,9464.55
East,Electronics,Tablets,Online,1143.18,174,490.59
North,Electronics,Tablets,In-Store,886.62,2,256.95
West,Clothing,Women,In-Store,62048.7,134,16871.63
West,Sports,Gym,Mobile,29706.12,114,13187.39
South,Sports,Gym,In-Store,58617.7,145,9655.77
East,Groceries,Dairy,Mobile,3711.92,8,746.18
East,Electronics,Accessories,In-Store,35360.46,186,7078.92
North,Clothing,Kids,In-Store,12355.7,190,5446.59
West,Electronics,Tablets,Online,22764.28,154,6970.04
South,Electronics,Phones,In-Store,2865.2,58,1043.79
North,Sports,Gym,In-Store,43480.71,117,2322.97
North,Groceries,Produce,Online,36713.95,91,8297.55
North,Electronics,Accessories,Mobile,28373.02,58,7304.92
North,Electronics,Accessories,Mobile,40221.7,106,15019.37
South,Furniture,Bedroom,Mobile,2081.52,36,858.87
North,Groceries,Dairy,In-Store,1681.44,48,644.41
East,Clothing,Women,Online,71695.55,163,27930.8
West,Electronics,Tablets,In-Store,448.98,1,192.87
West,Beauty,Makeup,In-Store,44205.16,118,17993.8
West,Furniture,Bedroom,In-Store,27694.8,120,3948.74
South,Electronics,Phones,Mobile,12191.41,77,851.07
West,Groceries,Dairy,In-Store,38548.79,151,7370.52
North,Furniture,Bedroom,In-Store,13117.44,28,1338.99
West,Clothing,Kids,In-Store,36317.97,117,2392.39
North,Groceries,Produce,In-Store,21370.44,182,5518.06
South,Electronics,Accessories,Online,80802.36,163,26255.07
North,Groceries,Produce,Online,27287.76,67,7125.07
West,Sports,Gym,Mobile,7767.9,81,2912.2
South,Electronics,Phones,In-Store,3306.76,76,898.61
North,Clothing,Women,Mobile,26494.48,134,5166.39
East,Electronics,Phones,Online,67239.72,162,25303.8
West,Electronics,Tablets,Online,22621.74,58,9065.39
West,Furniture,Office,Mobile,28470.66,166,10201.05
North,Groceries,Dairy,In-Store,2392.56,8,590.78
West,Beauty,Haircare,Mobile,821.1,6,180.89
South,Beauty,Haircare,In-Store,6260.2,113,1212.07
South,Beauty,Haircare,In-Store,20645.97,57,5040.04
West,Clothing,Kids,Mobile,1028.23,7,184.72
West,Beauty,Makeup,In-Store,495.25,1,210.82
South,Electronics,Laptops,Mobile,23100.12,54,6373.65
West,Clothing,Men,In-Store,15031.43,73,4927.17
North,Furniture,Office,Mobile,18580.6,122,3940.54
North,Furniture,Living Room,Online,3109.54,19,382.98
East,Electronics,Laptops,In-Store,75654.18,194,14093.99
South,Beauty,Haircare,Online,24368.19,147,1844.3
East,Furniture,Bedroom,Mobile,27300,168,8129.02
East,Beauty,Makeup,In-Store,11035.36,56,1478.16
South,Electronics,Accessories,In-Store,48998.25,119,11789.79
East,Sports,Gym,In-Store,4162.54,23,1490.71
North,Clothing,Kids,Online,4782.5,10,1993.24
