age_group,gender,region,diet_type,bmi,sleep_hours,health_score
25-34,Male,Midwest,Keto,17.27,4.43,92.57
45-54,Female,Southeast,Omnivore,26.78,5.5,66.37
18-24,Male,Midwest,Vegetarian,31.29,4.83,54.64
55+,Female,Northeast,Keto,16.02,7.86,42.22
45-54,Female,Northeast,Omnivore,26.12,9.2,58.92
55+,Female,Southwest,Vegan,21.48,9.95,96.46
18-24,Female,Southeast,Omnivore,28.39,5.09,30.81
18-24,Male,Midwest,Vegan,36.33,5.17,90.78
35-44,Male,Southeast,Keto,30.72,6.47,57.52
35-44,Female,Southwest,Vegetarian,21.36,9.39,66.45
45-54,Female,Midwest,Vegan,28.85,4.84,55.54
55+,Male,Southwest,Vegan,25.35,9.96,38.58
35-44,Male,Northeast,Vegetarian,30.41,4.87,72.14
45-54,Female,Southeast,Keto,21.92,5.51,94.57
18-24,Female,Southeast,Omnivore,16.38,8.21,43.2
18-24,Female,Midwest,Vegetarian,32.77,4.64,58.47
45-54,Female,Southeast,Vegan,38.13,8.84,90.12
55+,Male,Northeast,Keto,38.6,8.42,50.9
35-44,Male,Midwest,Keto,31.27,5.15,45.72
25-34,Male,Midwest,Keto,33.74,5.63,41.45
55+,Female,Southeast,Vegan,22.56,4.38,86.48
45-54,Male,Southeast,Keto,26.41,4.39,63.32
18-24,Female,Midwest,Vegan,20.29,7,53.21
25-34,Male,West,Keto,37.91,4.78,79.33
45-54,Female,Northeast,Vegan,20.27,5.42,96.45
18-24,Female,West,Omnivore,25.28,4.78,91.65
18-24,Female,Midwest,Keto,30.72,9.69,45.53
25-34,Female,Southwest,Vegan,36.17,4.71,56.49
45-54,Female,West,Vegetarian,31.58,7.85,93.87
45-54,Female,Midwest,Vegetarian,17.21,8,62.35
25-34,Female,West,Keto,30.78,6.54,91.48
25-34,Female,Midwest,Keto,16.84,4.6,84.35
35-44,Male,Southeast,Omnivore,20.31,5,48.6
18-24,Female,Northeast,Vegetarian,26.65,4.41,30.93
25-34,Male,West,Vegetarian,29.1,4.85,77.19
35-44,Male,Northeast,Vegan,22.76,4.4,66.79
18-24,Female,Southeast,Keto,39.56,5.67,60.46
55+,Male,Midwest,Vegan,26.95,4.3,60.88
25-34,Female,West,Vegetarian,24.22,5.89,74.81
25-34,Male,Southeast,Vegan,30.48,6.06,90.41
18-24,Male,Southeast,Vegetarian,21.03,8.97,55.19
18-24,Male,West,Keto,25.31,7.6,34.76
18-24,Male,West,Keto,22.36,6.91,68.43
45-54,Female,Midwest,Keto,39.21,6.61,78.04
25-34,Female,Southwest,Keto,38.79,9.1,58.07
25-34,Male,Midwest,Vegetarian,31.83,5.29,46.3
35-44,Male,Southeast,Omnivore,31.37,8.08,65.36
35-44,Male,Southwest,Vegetarian,26.68,9.48,87.7
45-54,Female,Midwest,Omnivore,31.31,7.32,62.43
35-44,Male,Southeast,Vegetarian,35.75,7.17,85.74
55+,Male,Southeast,Omnivore,38.2,9.66,35.22
25-34,Male,Northeast,Omnivore,18.81,4.96,67.28
18-24,Male,Northeast,Vegetarian,35.45,8.16,73.06
35-44,Male,Southwest,Keto,34.49,8.23,92.61
45-54,Male,Midwest,Vegetarian,35.51,7.87,50.99
25-34,Male,Midwest,Keto,24.11,7.42,47.3
35-44,Male,Southeast,Keto,41.26,9.43,93.71
25-34,Male,Northeast,Keto,21.67,4.59,69.33
25-34,Male,Northeast,Omnivore,33.77,4.69,87.68
18-24,Male,Southwest,Vegetarian,32.01,6.19,87.17
18-24,Female,Northeast,Keto,18.83,8.96,78.62
45-54,Female,Southeast,Vegan,20.74,9.85,61.43
35-44,Male,West,Keto,24.18,8.72,98.61
45-54,Male,Midwest,Omnivore,37.58,4.39,67.48
35-44,Male,Southwest,Omnivore,35,5.9,75.27
18-24,Female,Southeast,Keto,16.49,9.41,66.31
55+,Female,Southwest,Vegan,41.37,8.97,35.54
35-44,Male,Northeast,Omnivore,17.39,6.32,56.19
25-34,Male,Midwest,Vegetarian,16.01,9.15,91.82
25-34,Male,Southeast,Omnivore,24.99,5.67,34.51
18-24,Female,Northeast,Vegetarian,27.55,5.48,92.45
25-34,Male,Northeast,Vegan,39.17,4.46,89.21
18-24,Female,Northeast,Vegetarian,28.52,7.73,75.6
45-54,Male,Southeast,Omnivore,40.72,4.24,43.35
55+,Female,Southeast,Omnivore,31.13,4.14,88.49
25-34,Male,Southeast,Omnivore,38.74,6.24,72.59
18-24,Female,Southwest,Keto,24.21,5.69,82.88
45-54,Male,Midwest,Vegetarian,24.72,6.42,56.25
45-54,Female,West,Vegetarian,27.59,9.82,73.55
25-34,Female,Northeast,Vegetarian,17.75,5.77,41.33
35-44,Female,Midwest,Omnivore,23.29,4.64,46.49
55+,Male,Southwest,Vegan,35.48,6.9,87.25
35-44,Male,West,Vegetarian,36.16,6.37,37.17
25-34,Female,Southwest,Keto,25.82,7.1,30.07
18-24,Male,Southeast,Vegetarian,40.81,4.02,53.2
18-24,Female,Northeast,Keto,28.04,9.13,35.44
55+,Male,Southwest,Vegan,17.73,9.46,72.97
55+,Male,Midwest,Vegetarian,35.6,8.33,90.29
45-54,Male,West,Keto,30.46,4.61,93.23
45-54,Female,Midwest,Keto,19.59,4.9,38.6
35-44,Male,Southwest,Vegan,36.67,5.8,90.99
35-44,Male,Southwest,Vegan,22.2,9.18,33.64
45-54,Female,Southwest,Vegetarian,22.73,9.96,31.81
55+,Female,Northeast,Keto,38.16,9.35,86.4
25-34,Male,West,Keto,31.08,4.99,65.04
35-44,Female,Midwest,Vegetarian,20.45,4.17,73.64
18-24,Female,Southeast,Vegan,25.81,9.2,55.45
55+,Female,Southwest,Vegetarian,31.98,6.26,83.88
35-44,Male,Northeast,Keto,38.97,8.44,36.08
25-34,Male,Southeast,Vegan,22.93,4.26,77.9
55+,Male,Northeast,Vegetarian,34.1,5.36,59.66
35-44,Male,Southwest,Omnivore,30.57,9.72,39.7
45-54,Male,Midwest,Vegetarian,41.84,9.34,75.81
35-44,Male,West,Keto,23.7,5.73,80.63
25-34,Female,Northeast,Keto,25.59,5.86,56.57
18-24,Female,Midwest,Omnivore,33.97,8.54,68.19
35-44,Male,Southwest,Omnivore,35.78,5.64,44.35
18-24,Male,Southwest,Vegetarian,19.25,7.98,31
35-44,Male,Northeast,Vegetarian,32.01,8.89,54.55
55+,Male,Southeast,Vegan,24.45,4.11,99.18
45-54,Female,Midwest,Keto,33.51,7.83,91.73
45-54,Female,Southeast,Vegetarian,18.35,4.72,92.96
18-24,Female,Southeast,Vegan,34.37,5.29,79.04
35-44,Female,Midwest,Vegan,27.63,7.3,39.27
35-44,Male,Southwest,Omnivore,31.27,4.32,89.92
35-44,Female,West,Keto,18.65,6.88,38.74
45-54,Female,Northeast,Keto,19.43,5.72,97.65
35-44,Female,West,Keto,25.2,8.99,84.71
35-44,Male,Southeast,Vegan,41.84,4,85.97
55+,Male,Southwest,Omnivore,20.27,9.91,52.73
25-34,Female,Southwest,Vegetarian,18.82,7.64,94.87
35-44,Female,West,Vegetarian,34.19,6,62.48
35-44,Male,Southwest,Vegan,23.17,7.69,42.08
55+,Male,Northeast,Keto,41.38,7.95,78.3
25-34,Female,Southwest,Keto,40.35,9.35,37.88
35-44,Male,Midwest,Vegan,41.85,9.8,48.36
18-24,Female,Northeast,Keto,33.69,5.78,41.11
55+,Female,Southeast,Vegan,34.88,9.33,41.58
55+,Male,West,Omnivore,20.4,8.11,99.85
45-54,Male,Southeast,Vegan,39.87,8.88,82.77
25-34,Female,Northeast,Keto,40.27,5.11,89.31
35-44,Female,West,Omnivore,30.46,4.91,32.96
35-44,Female,Southwest,Keto,28.5,7.37,46.69
18-24,Female,West,Omnivore,27.23,9.48,88.95
25-34,Female,Northeast,Keto,23.81,9.78,40.15
45-54,Female,West,Vegetarian,17.3,7.73,77.33
55+,Male,Southeast,Keto,38.36,4.72,41.66
35-44,Female,Midwest,Vegan,37.08,9.94,31.9
55+,Male,Midwest,Omnivore,22.3,4.14,44.79
45-54,Male,Southeast,Vegan,26.25,6.29,51.21
45-54,Male,Northeast,Vegetarian,16.18,5.72,96.05
45-54,Male,Southwest,Omnivore,16.75,4.85,78.18
55+,Male,Northeast,Keto,35.64,8.22,57.75
18-24,Female,Southeast,Vegan,35.62,7.43,70.54
45-54,Male,Southeast,Vegetarian,28.86,9.3,81.94
18-24,Female,Southeast,Vegetarian,25.78,9.83,76.92
35-44,Male,Northeast,Vegan,19.34,8.02,79.36
18-24,Female,Northeast,Keto,27.25,6.98,89.55
18-24,Female,West,Keto,19.07,6.73,80.33
25-34,Male,West,Vegan,16.89,4.29,83.02
45-54,Male,Southwest,Vegetarian,37.2,6.93,85.96
18-24,Male,West,Keto,37.95,6.41,52.77
35-44,Male,Southwest,Keto,41.82,9.06,84.17
55+,Male,Southwest,Vegan,31.38,5.36,78.54
45-54,Female,Midwest,Vegetarian,17.74,5.54,54.08
35-44,Female,Southwest,Keto,36.8,4.88,64.41
35-44,Male,West,Vegetarian,20.99,9.24,84.89
25-34,Female,Northeast,Omnivore,30.16,9.62,66.39
55+,Female,West,Keto,23.53,4.27,61.41
35-44,Female,West,Vegetarian,18.92,10,72.96
35-44,Female,Southeast,Vegan,27.48,7.55,37.2
55+,Male,Northeast,Vegan,32.42,6.83,78.36
18-24,Male,Southwest,Vegetarian,37.9,8.68,55.06
45-54,Female,Southeast,Vegan,24.27,6.26,99.31
35-44,Female,West,Keto,20.76,7.26,87.76
45-54,Female,Midwest,Omnivore,27.04,6.02,81.12
18-24,Female,Southwest,Vegetarian,26.93,8.83,72.2
25-34,Male,Northeast,Omnivore,38.73,6.64,38.38
25-34,Female,Southwest,Vegetarian,36.42,5.94,85.71
25-34,Female,West,Vegetarian,38.23,7.44,85.26
55+,Male,Southeast,Keto,34.04,9.6,70.18
35-44,Female,Southeast,Vegetarian,39.79,6.23,58.01
55+,Male,Southeast,Keto,28.92,9.66,69.4
18-24,Female,Northeast,Keto,29.67,4.56,49.84
25-34,Male,West,Omnivore,17.76,7.14,36.12
45-54,Male,Southeast,Vegetarian,19.86,6.29,49.93
35-44,Male,Northeast,Omnivore,36.42,9.36,80.56
25-34,Female,West,Vegetarian,39.05,8.95,51.14
45-54,Male,West,Omnivore,32.55,6.78,71.97
45-54,Female,Southeast,Vegan,18.43,8.68,78.09
45-54,Male,Midwest,Keto,21.82,4.61,84.17
25-34,Female,Northeast,Omnivore,30.36,5.26,90.66
55+,Male,Southwest,Keto,20.78,4.14,46.02
35-44,Female,Southwest,Keto,32.09,7.32,50.43
25-34,Female,Northeast,Omnivore,29.53,4.44,49.41
25-34,Male,Southeast,Vegetarian,30.76,7.48,62.05
18-24,Male,Southeast,Vegetarian,34.81,7.88,65.44
25-34,Male,Southwest,Vegetarian,40.08,7.07,38.62
45-54,Male,Southeast,Omnivore,39.01,9.67,64.56
55+,Male,Southeast,Vegetarian,28.47,7.04,33.8
25-34,Male,Midwest,Vegan,34.11,4.9,47.42
35-44,Female,Northeast,Vegan,37.76,8,85.8
45-54,Female,Northeast,Vegan,38.85,4.7,48.42
25-34,Male,Southeast,Keto,37.67,4.49,41.99
25-34,Female,Northeast,Keto,27.99,9.51,76.08
55+,Female,Southeast,Omnivore,41.04,9.28,53.75
55+,Male,Northeast,Keto,22.38,4.58,68.1
55+,Male,Southeast,Omnivore,17,9.62,45.48
25-34,Female,Southwest,Keto,32.66,5.23,67.82
18-24,Male,Southeast,Vegan,27.65,5.05,49.37
18-24,Male,West,Keto,36.8,4.07,38.81
55+,Male,Northeast,Vegan,16.09,8.87,38.42
35-44,Male,West,Omnivore,16.56,9.98,83.89
35-44,Female,Southwest,Vegan,28.72,5.51,90.94
55+,Female,Northeast,Vegetarian,34.3,4.84,55.69
55+,Female,Southeast,Vegetarian,23.79,4.09,40.11
18-24,Female,Southeast,Omnivore,23.47,7.45,92.5
18-24,Male,West,Omnivore,26.17,7.78,47.36
35-44,Male,West,Vegan,30.6,6.64,30.09
35-44,Male,West,Vegan,29.15,5.65,52.63
35-44,Female,Midwest,Keto,41.7,4.85,63.31
18-24,Male,Southwest,Keto,27.31,5.2,59.93
18-24,Female,Southwest,Vegetarian,24.28,9.79,35.14
35-44,Male,Southwest,Omnivore,35.93,8.82,78.84
45-54,Female,Midwest,Omnivore,31.2,7.79,98.14
55+,Female,West,Vegetarian,38.76,4.63,71.54
45-54,Female,Southeast,Vegan,16.25,9.25,58.65
25-34,Male,Southwest,Vegetarian,31.65,9.56,59.06
35-44,Male,West,Vegetarian,18.98,6.93,73.06
35-44,Female,West,Vegan,23.63,8.84,74.32
55+,Female,Southwest,Vegetarian,24.36,4.65,51.17
35-44,Male,West,Vegan,39.01,7.89,78.39
35-44,Female,West,Vegan,24.45,4.62,35.85
35-44,Male,Northeast,Omnivore,18.38,6.22,75.53
55+,Male,Midwest,Vegan,38.58,6.02,57.79
55+,Female,Northeast,Vegetarian,17.1,8.63,81.07
55+,Male,Northeast,Keto,22.66,9.82,63.43
35-44,Male,Southwest,Vegetarian,20.52,7.33,56.84
25-34,Female,Northeast,Vegan,17.81,9.26,60.77
18-24,Male,Northeast,Omnivore,25.03,7.42,98.25
18-24,Male,West,Omnivore,28.89,4.97,51.39
35-44,Female,Southeast,Vegan,34.42,5.26,55.6
45-54,Female,Midwest,Vegan,19.98,8.85,79.92
18-24,Male,Southwest,Keto,28.63,7.47,90.5
55+,Male,West,Vegetarian,38.06,7.35,69.74
18-24,Male,Northeast,Keto,39.47,7.42,90.96
55+,Female,Midwest,Omnivore,40.62,8.89,72.09
18-24,Female,Southeast,Omnivore,19.84,8.63,93.62
18-24,Male,Midwest,Keto,26.02,6.19,83.88
25-34,Female,Southeast,Omnivore,39.28,5.13,71.81
18-24,Male,Northeast,Vegan,21.57,6.27,58.41
45-54,Female,Northeast,Vegan,25.74,9.05,35.88
45-54,Male,Southeast,Omnivore,23.6,9.66,55.89
55+,Female,Southwest,Omnivore,39.48,6.38,63.91
55+,Male,Southeast,Keto,29.41,9.84,71.52
45-54,Male,Southwest,Keto,34.29,4.36,68.67
45-54,Female,Northeast,Omnivore,27.39,4.07,51.62
45-54,Male,Southeast,Vegan,24.77,6.95,56.82
25-34,Male,Midwest,Vegetarian,41.19,8.2,79.34
18-24,Female,Southwest,Omnivore,38.98,8.68,35.01
18-24,Female,Midwest,Vegetarian,24.67,5.02,54.71
55+,Female,Northeast,Vegan,17.01,8.71,93.28
55+,Female,Northeast,Vegetarian,18.98,8.85,44.07
55+,Female,Southeast,Vegan,36.17,8.63,81.75
55+,Male,Northeast,Keto,20.64,9.51,74.85
45-54,Male,Southeast,Vegan,22.01,8.79,98.95
18-24,Female,Southeast,Vegan,26.05,4.44,36.03
25-34,Male,West,Omnivore,40.93,6.77,73.97
18-24,Female,West,Omnivore,40.12,4.79,86.04
25-34,Female,Southeast,Omnivore,28.98,8.27,57.14
25-34,Male,Northeast,Vegan,37.64,7.96,76.14
55+,Female,West,Keto,39.41,7.53,87.47
45-54,Male,Northeast,Vegan,18.95,7.28,47.11
45-54,Female,Northeast,Vegan,27.32,6.89,90.11
35-44,Female,Midwest,Vegan,23.97,6.18,45.4
45-54,Female,Northeast,Vegetarian,37.41,8.68,83.06
45-54,Male,West,Keto,25.39,7.72,87.57
35-44,Female,Southeast,Vegan,29.08,7.8,43.87
35-44,Male,Southwest,Keto,23.01,7.6,38.07
55+,Female,Northeast,Vegan,29.66,7.04,73.48
18-24,Female,West,Vegetarian,23.2,9.9,91.23
35-44,Female,West,Vegan,18.28,5.27,46.59
25-34,Female,West,Vegan,31.17,7.42,30.26
45-54,Male,Northeast,Vegetarian,31.94,6.93,79.73
45-54,Male,Midwest,Vegan,17.53,8.19,83.64
18-24,Female,West,Omnivore,28.2,6.48,85.48
18-24,Male,Southeast,Omnivore,28.04,7.67,54.32
35-44,Female,Southeast,Vegetarian,35.55,4.67,66.96
18-24,Female,Northeast,Keto,40.81,7.16,89.84
35-44,Female,Northeast,Keto,34.61,5.2,38.84
18-24,Female,Midwest,Keto,22.96,4.51,93.49
45-54,Male,Northeast,Omnivore,19.02,6.28,54.85
55+,Female,Northeast,Keto,29.75,7.28,48.91
55+,Female,Southwest,Vegetarian,21.75,5.43,34.01
35-44,Male,Northeast,Vegetarian,17.03,8.69,78.85
18-24,Female,Southeast,Keto,23.44,6.06,30.75
25-34,Female,Northeast,Vegetarian,21.65,7.29,83.97
35-44,Female,Midwest,Vegetarian,24.18,9.8,74.46
35-44,Male,Southwest,Keto,26.88,7.41,64.45
55+,Female,Northeast,Keto,31.15,6.9,34.2
55+,Female,Southeast,Vegan,32.24,5.28,40.42
25-34,Female,Southwest,Omnivore,28.94,9.18,81.69
55+,Female,Southeast,Vegan,32.82,5.97,40.57
55+,Female,Northeast,Omnivore,39.9,6.29,65.99
45-54,Female,Southwest,Omnivore,27.18,7.16,69.37
35-44,Female,West,Keto,29.95,4.99,35.97
18-24,Female,Southeast,Vegetarian,28.46,8.97,37.64
55+,Male,Southeast,Omnivore,20.66,5.45,50.28
35-44,Female,Midwest,Keto,27.57,8.41,85.23
45-54,Male,Midwest,Keto,35.4,4.95,83.34
35-44,Female,Northeast,Omnivore,22.44,7.85,58.96
55+,Male,Southwest,Vegetarian,37.2,7.96,71.41
45-54,Female,Midwest,Vegetarian,24.49,8.49,48.79
18-24,Male,Midwest,Vegetarian,37.56,5.41,50.48
25-34,Female,Southeast,Vegan,18.27,8.42,86.06
25-34,Male,Midwest,Vegetarian,20.17,7.25,37.09
45-54,Male,Midwest,Keto,35.5,7.9,68.65
35-44,Male,Southwest,Vegetarian,31.98,9.82,88.82
25-34,Female,Northeast,Vegan,36.05,9.59,38.22
55+,Female,Southeast,Vegan,39.75,6.8,92.1
45-54,Male,Midwest,Vegetarian,39.11,4.5,98.88
55+,Female,Southeast,Vegan,34.11,7.12,79.36
35-44,Female,Southeast,Keto,36.47,4.63,47.94
55+,Female,Northeast,Keto,24.51,5.27,54.72
45-54,Female,West,Vegetarian,30.08,7.34,70.69
55+,Female,West,Keto,19.63,6.47,59
45-54,Female,Midwest,Vegan,40.92,8.23,62.73
18-24,Female,Southeast,Vegan,20.8,5.63,42.09
18-24,Male,Northeast,Omnivore,20.27,4.67,90.92
35-44,Female,Southeast,Keto,17.07,5.97,73.37
55+,Male,Midwest,Vegan,26.32,7.14,42.55
18-24,Male,Midwest,Keto,38.78,4.06,46.34
18-24,Female,Southeast,Vegetarian,23.75,7.56,53.72
45-54,Male,Southeast,Vegan,22.03,4.73,42.2
55+,Female,Southwest,Keto,33.74,5.98,31.32
45-54,Male,Southwest,Vegan,26.9,6.71,30.67
45-54,Male,Southwest,Vegan,31.14,6.54,35.03
18-24,Male,Northeast,Omnivore,21.26,7.74,50.38
55+,Female,Midwest,Vegan,23.01,8.18,55.11
55+,Female,Southeast,Omnivore,28.67,6.37,59.44
35-44,Female,Southwest,Omnivore,40.2,7.18,54.69
45-54,Male,West,Keto,37.81,4.13,37.15
45-54,Female,West,Vegetarian,17.05,4.8,75.79
18-24,Male,Southeast,Vegan,35.06,7.43,69.74
25-34,Female,Southwest,Vegetarian,19.7,7.76,87.17
35-44,Female,West,Vegetarian,30.48,4.35,75.01
35-44,Male,Northeast,Vegan,31.87,8.9,33.02
45-54,Male,Southeast,Vegetarian,37.44,4.71,60.81
45-54,Female,Southeast,Vegan,23.33,7.98,76.84
25-34,Female,Southeast,Vegan,25.13,6.22,46.15
45-54,Male,Midwest,Omnivore,36.82,9.7,53.3
55+,Male,West,Omnivore,34.89,7.89,55.86
35-44,Female,Northeast,Omnivore,19.05,5.48,42.3
55+,Male,Southwest,Omnivore,39.31,7.58,66.14
18-24,Female,Southwest,Vegan,25.66,4.03,77.73
55+,Female,West,Vegetarian,38.22,8.73,50.2
35-44,Male,Midwest,Omnivore,21.02,4.66,57.42
18-24,Male,Midwest,Vegetarian,24.96,4.48,76.52
18-24,Male,Southwest,Vegetarian,40.01,6.05,64.1
45-54,Female,Midwest,Vegetarian,37.33,9.03,51.46
55+,Male,Southwest,Vegetarian,21.63,7.81,53.63
25-34,Male,Southwest,Vegetarian,31.95,4.5,97.72
35-44,Male,Southeast,Omnivore,22.81,6.2,59.43
25-34,Female,Southwest,Keto,22.77,7.43,70.94
18-24,Male,West,Vegetarian,29.15,7.74,80.36
55+,Male,West,Vegetarian,16.13,9.5,86.68
25-34,Male,Southwest,Omnivore,34.44,9.7,56.82
25-34,Male,West,Vegan,40.72,9.5,95.82
55+,Male,Midwest,Vegetarian,36.69,9.58,58.74
35-44,Female,Midwest,Vegan,18.19,9.71,41.02
35-44,Female,Northeast,Omnivore,31.08,5.02,95.95
25-34,Male,Southwest,Vegan,23.24,7.96,32.85
25-34,Male,Midwest,Omnivore,31.25,5.79,71.71
35-44,Female,Midwest,Vegetarian,32.76,6.46,54.85
45-54,Male,West,Keto,17.21,7.42,31.27
55+,Female,West,Vegan,36.07,9.59,65.34
45-54,Female,Northeast,Omnivore,39.83,5.77,97.22
25-34,Male,Southwest,Vegetarian,37.64,9.09,49.96
25-34,Female,West,Vegetarian,19.23,7.23,66.49
45-54,Female,Southeast,Vegan,35.67,9.07,34.25
45-54,Female,Southeast,Keto,23.74,5.61,67.64
55+,Female,Midwest,Vegan,32.9,8.88,58.35
45-54,Male,West,Vegetarian,36.04,8.35,57.16
18-24,Male,West,Vegetarian,25.03,9.42,94.63
45-54,Male,Midwest,Keto,27.09,4.47,81.77
45-54,Female,Southwest,Vegetarian,35.06,8.48,77.27
45-54,Male,Northeast,Vegetarian,32.15,7.39,65.3
18-24,Male,Northeast,Vegan,30.08,6.35,92.08
45-54,Male,Midwest,Omnivore,40.56,9.42,32.1
35-44,Female,Southeast,Vegan,20.14,4.04,72.24
18-24,Female,Southeast,Vegan,41.78,9.2,51.55
18-24,Male,Southwest,Omnivore,25.39,4.48,64.15
18-24,Female,Southeast,Vegetarian,27.64,7.87,90.84
55+,Female,Southeast,Omnivore,30.35,5.53,90.65
45-54,Female,Southwest,Omnivore,24.88,6.32,59.79
45-54,Male,Southwest,Omnivore,31.48,6.8,32.11
45-54,Female,West,Omnivore,17.17,4.57,73.98
55+,Female,Northeast,Vegetarian,41.29,5.3,39.71
25-34,Male,Southeast,Vegetarian,40.45,4.01,83.77
45-54,Female,West,Keto,30.29,9.41,73.23
45-54,Male,Midwest,Keto,17.59,4.15,60.69
25-34,Female,Southwest,Omnivore,31.28,7.26,70.71
25-34,Male,Northeast,Keto,35.65,5.43,67.87
55+,Male,Southeast,Vegetarian,24.41,4.45,32.6
18-24,Female,Northeast,Keto,38.59,8.34,96.12
45-54,Male,West,Keto,28.54,4.04,93.5
35-44,Female,Southeast,Omnivore,20.98,8.58,60.46
35-44,Male,West,Keto,30.05,9.21,31.02
18-24,Female,West,Omnivore,18.2,7.17,43.35
55+,Male,Southwest,Vegetarian,35.98,8.76,86.24
55+,Female,Midwest,Omnivore,37.69,4.8,61.56
18-24,Male,Southeast,Omnivore,20.21,4.82,30.46
25-34,Female,Southwest,Vegetarian,37.46,7.3,34.78
35-44,Female,West,Vegan,29.54,9.78,78.06
45-54,Female,Southwest,Omnivore,29.59,9.42,83.57
25-34,Male,West,Vegetarian,21.17,5.35,53.17
18-24,Male,Northeast,Vegetarian,16.22,4.88,73.65
18-24,Female,Northeast,Keto,23.55,6.82,67.25
35-44,Male,Southeast,Keto,17.18,4.33,76.08
35-44,Male,West,Keto,34.92,7.72,93.58
45-54,Female,Southwest,Omnivore,33.45,9.1,92.33
45-54,Male,West,Vegetarian,20.22,5.58,80.3
25-34,Female,Northeast,Vegan,27.82,7.35,79.19
55+,Female,Northeast,Omnivore,41.01,4.6,31.06
18-24,Male,Midwest,Keto,27.84,7.45,35.07
55+,Female,West,Omnivore,30.22,9.93,62.58
25-34,Male,Southwest,Omnivore,20.46,9.28,67.59
18-24,Male,West,Keto,40.3,7.77,58.57
35-44,Male,Southeast,Vegetarian,36.47,7.59,66.42
45-54,Female,Southwest,Omnivore,35.87,7.18,30.68
25-34,Female,West,Omnivore,35.31,4.99,78.04
45-54,Female,Northeast,Vegetarian,40.88,6.65,93.3
45-54,Female,Southwest,Vegan,25.57,4.63,46.86
55+,Female,West,Omnivore,23.64,5.2,49.02
18-24,Male,Midwest,Omnivore,21.99,5.67,59.81
45-54,Female,Northeast,Omnivore,21,8.29,89.19
45-54,Male,Southwest,Vegan,20.65,9.68,86.73
55+,Male,Southwest,Omnivore,19.29,7.14,66.38
25-34,Female,Southwest,Omnivore,30.66,9.38,81.83
25-34,Female,Midwest,Omnivore,30.34,6.66,74.27
25-34,Female,Midwest,Keto,24.06,9.98,53.04
45-54,Male,Northeast,Vegan,38.28,4.61,71.13
55+,Female,Midwest,Vegan,38.24,7.52,85.3
18-24,Female,Northeast,Vegan,22.27,6.54,92.73
55+,Female,Southeast,Vegan,26.51,9.27,57.7
18-24,Female,Northeast,Vegetarian,35.02,6.03,94.78
45-54,Male,West,Vegetarian,24.47,8.49,40.85
18-24,Female,Southeast,Keto,26.38,5.52,71.73
55+,Female,Northeast,Omnivore,32.51,8.72,96.22
18-24,Female,Northeast,Omnivore,39.96,4.93,63.36
45-54,Male,Southeast,Omnivore,36.98,8.21,33.25
18-24,Male,West,Omnivore,16.99,8.42,33.93
55+,Female,Southeast,Omnivore,17.21,7.79,73.19
18-24,Female,Southwest,Vegetarian,19.1,4.95,73.75
35-44,Female,Midwest,Omnivore,19.63,8.75,45.04
55+,Male,West,Keto,25.12,8.71,43.13
18-24,Male,Southwest,Omnivore,26.57,4.96,42.17
55+,Female,Midwest,Keto,31.69,8.49,53.71
18-24,Female,Northeast,Vegan,26.86,7.44,89.21
18-24,Male,West,Vegetarian,38.22,5.79,67.2
55+,Male,West,Vegetarian,28.35,4.07,61.61
25-34,Male,Southwest,Omnivore,35.36,9.7,52.15
25-34,Male,Southwest,Keto,38.26,7.13,59.09
35-44,Female,West,Omnivore,21.47,6.39,34.64
18-24,Male,Southwest,Vegetarian,25.84,4.27,87.26
45-54,Female,Southeast,Keto,35.21,8.92,54.55
18-24,Male,Northeast,Vegetarian,17.34,8.67,36.76
45-54,Female,Southeast,Keto,17.99,9.55,93.63
25-34,Female,Southwest,Keto,19.87,9.28,54.35
55+,Male,Southwest,Omnivore,34.99,6.5,60.77
25-34,Male,Northeast,Omnivore,21.34,5.15,71.43
55+,Male,Southeast,Keto,20.7,9.71,76.99
35-44,Female,Southwest,Omnivore,16.68,7.75,57.25
45-54,Male,Southwest,Vegan,38.31,7.62,61.71
18-24,Female,Northeast,Vegetarian,39.98,4.84,77.73
55+,Male,West,Vegetarian,31.39,8.59,93.66
18-24,Male,Southwest,Vegan,35.5,4.34,78.03
35-44,Female,Northeast,Omnivore,30.58,5.96,66.49
25-34,Male,Northeast,Vegan,27.83,8.53,89.73
35-44,Male,Southeast,Omnivore,20.94,9.93,62.99
35-44,Male,Northeast,Omnivore,39.08,5.17,97.99
35-44,Male,Midwest,Vegetarian,30.28,6.31,86.99
18-24,Male,Southeast,Vegan,25.85,5.17,55.84
18-24,Female,West,Omnivore,37.01,4.17,74.21
45-54,Female,Southwest,Vegan,21.04,4.06,75.28
18-24,Female,Southeast,Vegetarian,36.03,5.2,72.66
35-44,Male,Southwest,Keto,29.39,9.09,33.82
55+,Female,Midwest,Keto,30.95,9.85,83.37
45-54,Female,Southeast,Vegetarian,40.54,6.18,31.76
25-34,Female,Northeast,Vegetarian,40.14,6.74,89.97
25-34,Male,Southwest,Vegetarian,37.46,9.32,98.31
55+,Female,Northeast,Keto,41.39,9.51,67.23
45-54,Female,Southwest,Vegetarian,21.5,4.35,77.25
55+,Male,Southwest,Vegetarian,37.88,6.4,77.77
45-54,Male,West,Omnivore,20.25,7.78,35.97
35-44,Female,Southwest,Vegan,36.95,4.91,47.41
